-9.000000000000000222e-01,-1.800000000000000044e+00
-1.003572500696230385e+00,-1.849039361691295014e+00
-1.012886081854161180e+00,-1.953277525826028649e+00
-9.127776581173026038e-01,-1.938496966591435333e+00
-9.007701540448951327e-01,-1.897926155844635643e+00
-8.271952021414928913e-01,-2.000000000000000000e+00
-9.123291682367176136e-01,-2.000000000000000000e+00
-9.101565222321106319e-01,-1.934431874584042088e+00
-8.468351268433054191e-01,-1.976319297539150810e+00
-9.173009817124561094e-01,-1.936998986006053469e+00
-8.972542493310422529e-01,-1.898669305021942977e+00
-9.374215676909436468e-01,-1.963721146582652732e+00
-9.211912213034464392e-01,-2.000000000000000000e+00
-8.593130348754360881e-01,-1.986419615306182163e+00
-8.735006417376676158e-01,-1.945232183166368589e+00
-8.133105339516758514e-01,-1.921808749444902542e+00
-8.505650142790186496e-01,-1.947940681813619790e+00
-8.529153533765817530e-01,-1.912556222176619913e+00
-9.814913452507086911e-01,-1.970280022232415496e+00
-1.052962668274384228e+00,-1.913787364118572754e+00
-1.071388364843087304e+00,-1.867104017148674355e+00
-1.041027647644873211e+00,-1.912186759015465753e+00
-1.055043998183895271e+00,-1.903408982627614821e+00
-1.073555187081823625e+00,-1.938555557122673134e+00
-1.153441140374084073e+00,-1.938041046028871950e+00
-1.081954536241331422e+00,-1.943040711237401519e+00
-1.160358190693935088e+00,-1.992121911528313305e+00
-1.199426322044103932e+00,-1.923969322475399313e+00
-1.262312959738168594e+00,-1.946318895189002918e+00
-1.269251827441183922e+00,-1.992071863678055665e+00
-1.157517137200533508e+00,-1.988431727870772159e+00
-1.205944081058438311e+00,-2.000000000000000000e+00
-1.180881069456846788e+00,-2.000000000000000000e+00
-1.102468685529963910e+00,-2.000000000000000000e+00
-1.017103468784005260e+00,-2.000000000000000000e+00
-1.103617451461598176e+00,-2.000000000000000000e+00
-1.143678654492258362e+00,-2.000000000000000000e+00
-1.207570407078997654e+00,-2.000000000000000000e+00
-1.224387161971061344e+00,-2.000000000000000000e+00
-1.173558422341725249e+00,-1.963125245183154233e+00
-1.185679389639229697e+00,-1.972685981544599843e+00
-1.207936469066222207e+00,-2.000000000000000000e+00
-1.321199689167739999e+00,-1.962285289239183106e+00
-1.358127152914447855e+00,-1.947613686330963656e+00
-1.428714581252960913e+00,-1.915343226708980273e+00
-1.369618695815379095e+00,-1.929997671693942207e+00
-1.377665582316705217e+00,-1.945318473044867824e+00
-1.417366185089560249e+00,-1.966463794381422270e+00
-1.365747873329555162e+00,-1.852881800036308091e+00
-1.347420603463443944e+00,-1.840632550847408400e+00
-1.389004321579413004e+00,-1.845666947297243343e+00
-1.373882077616311648e+00,-1.840513136563907137e+00
-1.294977607789263629e+00,-1.787519534947802358e+00
-1.354168120678685527e+00,-1.741006307733614866e+00
-1.286434984140204296e+00,-1.645370918604197374e+00
-1.314210571185727039e+00,-1.692971872186270099e+00
-1.371971346920771717e+00,-1.680955166827815761e+00
-1.422802254560979973e+00,-1.640073083769109541e+00
-1.381353545363170010e+00,-1.682683266061584915e+00
-1.355982205652303207e+00,-1.636309801863771618e+00
-1.332838815114680830e+00,-1.649852004877693457e+00
-1.301766045170831720e+00,-1.583578423701489157e+00
-1.346821163487052386e+00,-1.564826592809399397e+00
-1.398843474030995182e+00,-1.559571366516501190e+00
-1.451572679248132047e+00,-1.590688526012007165e+00
-1.494831073161789758e+00,-1.497526240198619796e+00
-1.451045035450402754e+00,-1.482157809651316605e+00
-1.478384079480896673e+00,-1.498226312227115553e+00
-1.407462438912112868e+00,-1.462650512715880646e+00
-1.433742680128569535e+00,-1.560276251676359749e+00
-1.459487784440482327e+00,-1.523289682651823185e+00
-1.435053271176935485e+00,-1.503765956329853104e+00
-1.490750918027310190e+00,-1.437439358976121184e+00
-1.560259439651179747e+00,-1.383489737736301795e+00
-1.539646605115465583e+00,-1.421058088064004021e+00
-1.487354671980954057e+00,-1.486919157024873206e+00
-1.480503227825306078e+00,-1.531561821323878414e+00
-1.512947795956052000e+00,-1.623864716124844287e+00
-1.414933753724376020e+00,-1.631020878090246651e+00
-1.361660297452474078e+00,-1.555163860636379569e+00
-1.352965999809144337e+00,-1.526227249971721767e+00
-1.355263074346042984e+00,-1.499619466449337857e+00
-1.405493734935628902e+00,-1.500281004714877575e+00
-1.346044044703325282e+00,-1.542167796691143566e+00
-1.358524575768772058e+00,-1.623699591945018561e+00
-1.337367073248699745e+00,-1.511020692848027425e+00
-1.315804962059646810e+00,-1.528817118649274054e+00
