0.000000000000000000e+00,0.000000000000000000e+00
-3.516156396708312176e-02,8.397130155272221341e-03
-8.499253072791304597e-02,-2.003461554866008132e-02
-5.148707659897334282e-02,8.636822658431662220e-03
1.011250051954214191e-02,1.511866114770487116e-02
3.197831906245965361e-02,-3.679709744896680554e-03
-2.836877155253405072e-02,-1.461526459720882340e-02
3.651258694799808247e-02,1.835037274706557281e-02
9.923802756433180994e-02,2.751087813551977845e-02
-8.330821835441488965e-02,8.480383260150900493e-02
-9.218979102057973940e-02,4.526718431285547267e-02
-1.025574793084389896e-01,-1.840476543113456903e-02
1.333457606459658162e-01,5.796532805197825156e-02
1.797823672002218653e-01,8.676438124296964594e-02
1.898702801288302544e-01,4.848235899241593733e-02
1.877116163362880785e-01,-3.692583794504232519e-02
2.139084520298536740e-01,-4.536936096046235989e-02
2.293443132266602402e-01,6.335575468537052446e-02
3.096166180031434401e-01,-7.562031929649465356e-03
3.378575190582383536e-01,-8.290710404881808382e-02
3.180459652893642408e-01,3.551740248190998761e-02
2.476761702680569666e-01,4.651336966723495364e-02
2.047717577853134241e-01,-1.749178253948626555e-02
3.614364719289547834e-02,-8.955583327116313497e-02
6.081701338060262196e-03,-4.834545139061005581e-02
2.768432922764444901e-02,4.620187307988978670e-02
7.721339772540386504e-02,-3.837121762220643828e-02
6.037807939694767034e-02,-2.841079323019824951e-02
5.412789644618371671e-02,-8.768496139556703622e-03
-3.914172434954021895e-02,-3.146938286440036092e-02
-8.863368279005376382e-02,1.105302115418336020e-02
-6.151900311822874889e-02,4.502780577704273285e-02
4.587655143864937529e-02,-3.356634865614488428e-02
7.197737905443471473e-02,-6.970948960260839322e-02
1.137598264108370671e-01,3.380770357902448259e-02
1.534349758626930016e-01,1.103635753197397262e-01
1.030758589117618529e-01,1.004955461533533767e-01
1.528799068775982262e-01,1.439058628359497216e-01
2.182497932085970815e-01,2.127461179025063598e-01
1.593716297906718760e-01,1.675961438586990870e-01
1.277443073744974067e-01,6.573321840572352026e-02
1.754780717217319097e-01,7.510611268168709831e-02
1.209140638078166213e-01,5.679378898922869678e-02
1.415154963918111020e-01,1.553066761521561950e-02
4.838421817649886381e-02,1.438756299936912175e-02
3.157752027717709853e-03,7.605979885358941234e-03
-1.398629114780561844e-01,1.197128525951564326e-01
-5.119827741450282133e-02,1.255419935386727637e-01
-9.602668730032166977e-02,5.096456690825472424e-02
-6.265554351750834972e-02,9.143073595940828802e-02
-1.919623062890132847e-03,-1.085761615160768523e-02
1.448092628321113184e-01,-1.198126411452256207e-01
1.062198989178677611e-01,-5.065623384865226148e-02
1.229921912104100790e-01,-1.400916795118905545e-01
8.125117125078842872e-02,-1.551698547788513405e-01
4.120107870297152336e-02,-1.217270300267261213e-01
-1.148708606981789504e-02,-1.205653585433642538e-01
5.327075682255567879e-02,-6.919178652554447417e-02
1.085596509728634085e-01,-5.015358026973743000e-02
1.652664740464606097e-01,-1.810446571789284254e-02
1.333024960621497224e-01,2.568491849908633926e-02
1.008744068533921068e-01,-3.394380221594629765e-02
8.180319391598134260e-02,2.138189206640235887e-02
1.208360897718807059e-01,5.101656864384356005e-02
5.512618543358551587e-02,4.430210930704601979e-02
2.643220009572401497e-02,6.596397284830285423e-02
-2.221146337419114408e-02,5.978165784696724827e-02
2.708369483879339429e-02,8.906021037799281836e-02
2.575043773296922106e-03,1.069683127997455852e-01
4.768171921027021531e-02,1.210593519340447954e-01
7.938865913680345776e-02,9.182667312296947937e-02
4.332449932880926002e-02,7.004959346676888077e-02
7.698679501040389672e-03,1.447890312515067723e-01
6.094964981491756556e-02,1.707896942034452248e-01
7.675488682502606963e-02,5.436910843957108719e-02
1.384073929606939313e-01,1.379768525896491460e-01
2.206252454248381900e-01,1.725291758040144452e-01
3.135537390383862921e-01,1.069204315983261766e-01
4.169905799018485681e-01,2.286577289631334109e-01
5.093481388044183156e-01,2.488683614571600422e-01
5.535518682590581108e-01,2.738744330292198215e-01
5.441342357265961382e-01,3.032975096293784589e-01
6.309778149659108770e-01,2.579267442427244372e-01
6.254409135410240461e-01,3.391029281931420836e-01
5.946610428225902467e-01,3.956286876212206649e-01
5.721181359044018588e-01,3.890032426575223412e-01
6.743581647718310812e-01,5.014218631578026830e-01
7.143062258418573229e-01,4.588562935972164136e-01
6.866493722892074159e-01,4.458939679400474865e-01
7.092912840924949780e-01,5.445690298768308679e-01
7.513956934283732014e-01,5.458694164023709661e-01
7.045548476563878726e-01,4.184767816067723190e-01
6.650651302641252816e-01,4.908208066174723494e-01
7.347195047939107937e-01,5.998167052396472521e-01
7.101828205530447136e-01,6.561601312404702346e-01
6.860535851377801420e-01,6.383377847056268539e-01
6.645616913220033783e-01,6.829992001747702268e-01
6.335885295225711644e-01,7.004948405428712555e-01
5.294499736498277098e-01,6.295702641678960765e-01
6.082995057724747134e-01,7.443480928798685836e-01
6.679995495502246694e-01,6.575852373840016529e-01
6.930645433413378242e-01,7.340041222742127447e-01
6.546640581641886003e-01,7.812110068367699167e-01
7.265795118038139710e-01,7.767992591187817819e-01
6.765993158200999114e-01,7.208531205956846266e-01
6.891489165642491477e-01,8.155005714693013275e-01
7.489131045652824836e-01,7.252331916611296503e-01
7.855705094117679810e-01,6.659162380596967967e-01
7.357219744466857447e-01,6.499808711150208973e-01
8.466802874041805538e-01,7.063720862028299852e-01
8.224791904351906879e-01,6.934216204767924552e-01
7.888393179335230210e-01,7.558760902920886871e-01
7.462987000748072530e-01,7.252463773660294821e-01
7.624812651895471749e-01,6.874252569605462382e-01
7.036653276526982914e-01,6.542040581465133897e-01
6.606226564546269220e-01,6.695561459387979752e-01
5.885303005944029220e-01,5.707145962639694758e-01
5.788156804380111264e-01,6.200746121894972207e-01
5.321254969337876339e-01,5.947861173308242044e-01
6.134752095780631187e-01,6.775614741574145228e-01
6.502153793969399631e-01,6.764749717243083715e-01
6.354596084966223080e-01,6.661308400307998090e-01
5.378469036776950540e-01,6.731415808432801295e-01
5.340135101657091932e-01,5.947105198505275858e-01
6.232100807774986206e-01,6.154797188348983816e-01
6.658523164440479647e-01,6.834194219399234438e-01
5.746193457542170258e-01,6.887087302223868779e-01
5.137211212404168004e-01,7.557322593631515817e-01
5.301081230847102255e-01,7.055789155121919842e-01
5.215962234674252906e-01,7.779998667465882756e-01
5.545691035551958414e-01,8.082835249742419403e-01
5.398041968346182218e-01,8.511665828415546642e-01
5.615316260687731598e-01,8.883335440404235284e-01
6.232422585337215049e-01,7.970222293172420924e-01
